INTERPOLATION:INTERPOLATED
8600,114,149,15,255,860
8640,112,148,15,255,864
8680,111,146,15,255,868
8720,109,145,14,255,872
8760,108,144,14,255,876
8800,106,143,13,255,880
8840,105,141,13,255,884
8880,103,140,12,255,888
8920,101,139,12,255,892
8960,100,138,12,255,896
9000,98,137,12,255,900
9040,96,136,11,255,904
9080,94,135,11,255,908
9120,93,134,10,255,912
9160,91,133,10,255,916
9200,89,131,9,255,920
9240,88,130,9,255,924
9280,86,129,8,255,928
9320,85,128,8,255,932
9360,83,126,7,255,936
9400,81,125,7,255,940
9440,80,124,7,255,944
9480,78,123,7,255,948
9520,76,121,6,255,952
9560,75,120,6,255,956
9600,73,119,5,255,960
9640,72,118,5,255,964
9680,70,116,4,255,968
9720,69,115,4,255,972
9760,67,114,3,255,976
9800,65,113,3,255,980
9840,63,111,2,255,984
9880,62,110,2,255,988
9920,60,109,2,255,992
9960,59,108,2,255,996
10000,57,106,1,255,1000
10040,56,105,1,255,1004
10080,54,104,0,255,1008
10120,52,103,0,255,1012
10160,51,102,0,255,1016
10200,50,101,0,255,1020
10240,49,100,0,255,1024
10280,48,99,0,255,1028
10320,47,98,0,255,1032
10360,46,97,0,255,1036
10400,45,96,0,255,1040
10440,44,95,0,255,1044
10480,43,94,0,255,1048
10520,42,93,0,255,1052
10560,41,92,0,255,1056
10600,40,91,0,255,1060
10640,39,90,0,255,1064
10680,38,89,0,255,1068
10720,37,88,0,255,1072
10760,36,87,0,255,1076
10800,35,86,0,255,1080
10840,34,85,0,255,1084
10880,33,84,0,255,1088
10920,32,83,0,255,1092
10960,31,82,0,255,1096
